N pessoas,N máquinas usando agua,Vazão Total,Vazão 1,Vazão 2,Vazão 3,Vazamento,Normal,,,Tempo de simulação em segundos,Horário,,,Inicio expedianete,Fim expediente,Meio expediete
55,3,2.47,0.87,0.85,0.75,0,1,,,62400,17:20:00,,,,,
56,5,2.93,0.94,0.99,0.99,0,1,,,62430,17:20:30,,,,,
55,5,2.68,1.01,0.74,0.93,0,1,,,62460,17:21:00,,,,,
56,0,2.17,0.71,0.84,0.62,0,1,,,62490,17:21:30,,,,,
55,0,1.92,0.66,0.56,0.71,0,1,,,62520,17:22:00,,,,,
55,4,2.79,0.92,1.05,0.82,0,1,,,62550,17:22:30,,,,,
54,2,2.18,0.62,0.64,0.92,0,1,,,62580,17:23:00,,,,,
54,3,2.57,0.90,0.91,0.76,0,1,,,62610,17:23:30,,,,,
54,2,2.13,0.69,0.66,0.77,0,1,,,62640,17:24:00,,,,,
55,1,2.24,0.83,0.61,0.80,0,1,,,62670,17:24:30,,,,,
56,5,2.80,1.00,0.82,0.98,0,1,,,62700,17:25:00,,,,,
55,1,2.32,0.60,0.85,0.87,0,1,,,62730,17:25:30,,,,,
54,1,1.91,0.59,0.64,0.68,0,1,,,62760,17:26:00,,,,,
54,4,2.30,0.67,0.66,0.96,0,1,,,62790,17:26:30,,,,,
54,0,2.09,0.84,0.67,0.58,0,1,,,62820,17:27:00,,,,,
54,3,2.27,0.74,0.87,0.66,0,1,,,62850,17:27:30,,,,,
53,4,2.44,0.72,0.97,0.75,0,1,,,62880,17:28:00,,,,,
53,1,2.17,0.61,0.73,0.83,0,1,,,62910,17:28:30,,,,,
52,5,2.52,0.74,0.82,0.96,0,1,,,62940,17:29:00,,,,,
52,1,2.39,0.83,0.79,0.77,0,1,,,62970,17:29:30,,,,,
52,0,1.77,0.60,0.54,0.63,0,1,,,63000,17:30:00,,,,,
51,1,1.94,0.78,0.60,0.56,0,1,,,63030,17:30:30,,,,,
50,0,2.05,0.63,0.63,0.78,0,1,,,63060,17:31:00,,,,,
50,0,1.82,0.70,0.59,0.53,0,1,,,63090,17:31:30,,,,,
51,2,1.98,0.60,0.77,0.61,0,1,,,63120,17:32:00,,,,,
51,3,2.26,0.85,0.70,0.71,0,1,,,63150,17:32:30,,,,,
52,3,2.24,0.79,0.78,0.67,0,1,,,63180,17:33:00,,,,,
52,1,2.07,0.76,0.69,0.62,0,1,,,63210,17:33:30,,,,,
52,0,1.81,0.68,0.57,0.55,0,1,,,63240,17:34:00,,,,,
51,4,2.56,0.88,0.81,0.87,0,1,,,63270,17:34:30,,,,,
51,0,2.27,0.85,0.64,0.78,0,1,,,63300,17:35:00,,,,,
51,5,2.70,0.94,0.78,0.98,0,1,,,63330,17:35:30,,,,,
51,5,2.55,0.90,0.71,0.94,0,1,,,63360,17:36:00,,,,,
51,5,2.32,0.99,0.67,0.66,0,1,,,63390,17:36:30,,,,,
50,5,2.45,0.74,0.71,0.99,0,1,,,63420,17:37:00,,,,,
50,0,1.83,0.50,0.68,0.66,0,1,,,63450,17:37:30,,,,,
50,2,1.98,0.69,0.68,0.62,0,1,,,63480,17:38:00,,,,,
49,1,1.96,0.66,0.61,0.70,0,1,,,63510,17:38:30,,,,,
50,2,2.03,0.59,0.60,0.84,0,1,,,63540,17:39:00,,,,,
50,0,1.98,0.72,0.68,0.57,0,1,,,63570,17:39:30,,,,,
50,1,1.79,0.70,0.53,0.56,0,1,,,63600,17:40:00,,,,,
51,4,2.08,0.75,0.70,0.63,0,1,,,63630,17:40:30,,,,,
50,0,1.94,0.60,0.63,0.71,0,1,,,63660,17:41:00,,,,,
51,2,2.22,0.84,0.71,0.67,0,1,,,63690,17:41:30,,,,,
50,4,2.02,0.72,0.61,0.68,0,1,,,63720,17:42:00,,,,,
49,4,2.13,0.74,0.71,0.68,0,1,,,63750,17:42:30,,,,,
50,4,2.65,0.80,0.95,0.90,0,1,,,63780,17:43:00,,,,,
50,2,2.15,0.83,0.66,0.66,0,1,,,63810,17:43:30,,,,,
50,2,2.34,0.90,0.62,0.83,0,1,,,63840,17:44:00,,,,,
50,2,2.36,0.85,0.61,0.90,0,1,,,63870,17:44:30,,,,,
51,5,2.50,0.83,0.99,0.69,0,1,,,63900,17:45:00,,,,,
50,2,2.32,0.90,0.80,0.61,0,1,,,63930,17:45:30,,,,,
49,0,1.69,0.54,0.63,0.52,0,1,,,63960,17:46:00,,,,,
48,0,1.69,0.52,0.59,0.59,0,1,,,63990,17:46:30,,,,,
48,2,2.28,0.70,0.75,0.83,0,1,,,64020,17:47:00,,,,,
48,5,2.02,0.69,0.61,0.72,0,1,,,64050,17:47:30,,,,,
47,0,1.77,0.68,0.61,0.48,0,1,,,64080,17:48:00,,,,,
47,5,2.38,0.71,0.81,0.86,0,1,,,64110,17:48:30,,,,,
46,0,1.97,0.72,0.64,0.61,0,1,,,64140,17:49:00,,,,,
45,5,3.07,0.73,0.63,0.71,1,0,,,64170,17:49:30,,,,,
45,1,2.05,0.68,0.63,0.74,0,1,,,64200,17:50:00,,,,,
46,3,2.29,0.69,0.76,0.84,0,1,,,64230,17:50:30,,,,,
45,3,1.75,0.64,0.56,0.55,0,1,,,64260,17:51:00,,,,,
45,1,1.95,0.69,0.74,0.52,0,1,,,64290,17:51:30,,,,,
45,0,1.57,0.52,0.56,0.49,0,1,,,64320,17:52:00,,,,,
45,4,2.00,0.81,0.64,0.55,0,1,,,64350,17:52:30,,,,,
45,1,1.87,0.64,0.72,0.52,0,1,,,64380,17:53:00,,,,,
45,3,2.01,0.75,0.60,0.66,0,1,,,64410,17:53:30,,,,,
45,3,1.98,0.77,0.61,0.61,0,1,,,64440,17:54:00,,,,,
45,3,1.85,0.61,0.60,0.63,0,1,,,64470,17:54:30,,,,,
44,1,1.68,0.60,0.51,0.58,0,1,,,64500,17:55:00,,,,,
44,2,2.03,0.80,0.52,0.72,0,1,,,64530,17:55:30,,,,,
44,3,2.09,0.71,0.82,0.56,0,1,,,64560,17:56:00,,,,,
43,1,1.86,0.49,0.68,0.68,0,1,,,64590,17:56:30,,,,,
44,0,1.77,0.54,0.73,0.49,0,1,,,64620,17:57:00,,,,,
44,3,2.07,0.84,0.53,0.70,0,1,,,64650,17:57:30,,,,,
44,4,1.93,0.64,0.60,0.68,0,1,,,64680,17:58:00,,,,,
43,0,1.66,0.54,0.57,0.54,0,1,,,64710,17:58:30,,,,,
43,5,2.12,0.60,0.83,0.70,0,1,,,64740,17:59:00,,,,,
42,1,1.67,0.59,0.45,0.63,0,1,,,64770,17:59:30,,,,,
42,4,2.01,0.62,0.74,0.65,0,1,,,64800,18:00:00,,,,,
42,2,1.78,0.69,0.57,0.52,0,1,,,64830,18:00:30,,,,,
42,3,1.65,0.57,0.54,0.53,0,1,,,64860,18:01:00,,,,,
42,4,1.73,0.60,0.61,0.52,0,1,,,64890,18:01:30,,,,,
42,2,1.78,0.62,0.64,0.52,0,1,,,64920,18:02:00,,,,,
42,3,2.04,0.79,0.56,0.69,0,1,,,64950,18:02:30,,,,,
41,0,1.50,0.44,0.58,0.48,0,1,,,64980,18:03:00,,,,,
41,0,1.51,0.60,0.47,0.44,0,1,,,65010,18:03:30,,,,,
41,4,2.10,0.69,0.60,0.81,0,1,,,65040,18:04:00,,,,,
40,1,1.73,0.61,0.64,0.47,0,1,,,65070,18:04:30,,,,,
40,4,1.66,0.55,0.58,0.53,0,1,,,65100,18:05:00,,,,,
40,1,1.75,0.48,0.67,0.61,0,1,,,65130,18:05:30,,,,,
40,4,2.16,0.68,0.67,0.80,0,1,,,65160,18:06:00,,,,,
40,1,1.78,0.61,0.51,0.66,0,1,,,65190,18:06:30,,,,,
41,1,1.80,0.65,0.55,0.61,0,1,,,65220,18:07:00,,,,,
41,2,1.82,0.59,0.65,0.58,0,1,,,65250,18:07:30,,,,,
41,0,1.61,0.41,0.53,0.66,0,1,,,65280,18:08:00,,,,,
40,1,1.87,0.50,0.70,0.67,0,1,,,65310,18:08:30,,,,,
40,3,1.63,0.57,0.58,0.49,0,1,,,65340,18:09:00,,,,,
39,2,1.73,0.54,0.55,0.63,0,1,,,65370,18:09:30,,,,,
39,2,1.85,0.56,0.72,0.57,0,1,,,65400,18:10:00,,,,,
39,4,1.92,0.74,0.63,0.55,0,1,,,65430,18:10:30,,,,,
38,2,1.63,0.44,0.63,0.55,0,1,,,65460,18:11:00,,,,,
37,2,1.61,0.49,0.60,0.53,0,1,,,65490,18:11:30,,,,,
37,4,1.93,0.62,0.67,0.63,0,1,,,65520,18:12:00,,,,,
37,5,2.08,0.60,0.73,0.74,0,1,,,65550,18:12:30,,,,,
37,3,1.78,0.46,0.63,0.69,0,1,,,65580,18:13:00,,,,,
36,4,1.64,0.51,0.57,0.56,0,1,,,65610,18:13:30,,,,,
35,5,1.53,0.51,0.53,0.49,0,1,,,65640,18:14:00,,,,,
34,1,1.56,0.55,0.59,0.42,0,1,,,65670,18:14:30,,,,,
33,4,1.65,0.63,0.49,0.53,0,1,,,65700,18:15:00,,,,,
34,5,1.74,0.62,0.63,0.50,0,1,,,65730,18:15:30,,,,,
34,4,1.86,0.60,0.67,0.59,0,1,,,65760,18:16:00,,,,,
34,5,1.86,0.69,0.54,0.63,0,1,,,65790,18:16:30,,,,,
34,5,1.89,0.72,0.60,0.56,0,1,,,65820,18:17:00,,,,,
34,1,1.36,0.42,0.57,0.37,0,1,,,65850,18:17:30,,,,,
34,1,1.44,0.57,0.43,0.44,0,1,,,65880,18:18:00,,,,,
34,4,1.96,0.58,0.70,0.68,0,1,,,65910,18:18:30,,,,,
35,4,1.55,0.51,0.56,0.49,0,1,,,65940,18:19:00,,,,,
35,5,1.72,0.50,0.65,0.56,0,1,,,65970,18:19:30,,,,,
35,2,1.64,0.54,0.48,0.62,0,1,,,66000,18:20:00,,,,,
35,2,1.72,0.54,0.63,0.54,0,1,,,66030,18:20:30,,,,,
36,3,1.52,0.47,0.46,0.59,0,1,,,66060,18:21:00,,,,,
35,1,1.51,0.48,0.54,0.49,0,1,,,66090,18:21:30,,,,,
35,3,1.55,0.45,0.64,0.45,0,1,,,66120,18:22:00,,,,,
35,4,1.60,0.59,0.52,0.49,0,1,,,66150,18:22:30,,,,,
34,2,1.44,0.57,0.39,0.47,0,1,,,66180,18:23:00,,,,,
34,2,1.48,0.59,0.45,0.44,0,1,,,66210,18:23:30,,,,,
35,1,1.60,0.56,0.46,0.58,0,1,,,66240,18:24:00,,,,,
35,5,1.83,0.69,0.57,0.57,0,1,,,66270,18:24:30,,,,,
35,2,1.50,0.55,0.50,0.45,0,1,,,66300,18:25:00,,,,,
34,4,1.69,0.63,0.49,0.56,0,1,,,66330,18:25:30,,,,,
33,1,1.27,0.36,0.38,0.53,0,1,,,66360,18:26:00,,,,,
32,5,1.65,0.62,0.51,0.51,0,1,,,66390,18:26:30,,,,,
32,3,1.41,0.43,0.55,0.44,0,1,,,66420,18:27:00,,,,,
32,2,1.45,0.44,0.48,0.53,0,1,,,66450,18:27:30,,,,,
31,3,1.48,0.53,0.41,0.54,0,1,,,66480,18:28:00,,,,,
31,0,1.11,0.40,0.34,0.36,0,1,,,66510,18:28:30,,,,,
30,5,1.66,0.66,0.50,0.50,0,1,,,66540,18:29:00,,,,,
29,3,1.27,0.42,0.43,0.43,0,1,,,66570,18:29:30,,,,,
30,2,1.37,0.42,0.40,0.55,0,1,,,66600,18:30:00,,,,,
30,2,1.25,0.37,0.50,0.38,0,1,,,66630,18:30:30,,,,,
30,0,1.19,0.47,0.34,0.38,0,1,,,66660,18:31:00,,,,,
30,2,1.23,0.39,0.42,0.41,0,1,,,66690,18:31:30,,,,,
29,4,1.53,0.51,0.56,0.46,0,1,,,66720,18:32:00,,,,,
29,0,1.19,0.48,0.43,0.29,0,1,,,66750,18:32:30,,,,,
29,4,1.47,0.51,0.47,0.49,0,1,,,66780,18:33:00,,,,,
28,1,1.35,0.38,0.50,0.47,0,1,,,66810,18:33:30,,,,,
28,1,1.24,0.46,0.36,0.43,0,1,,,66840,18:34:00,,,,,
27,1,1.14,0.39,0.43,0.32,0,1,,,66870,18:34:30,,,,,
28,1,1.13,0.34,0.31,0.48,0,1,,,66900,18:35:00,,,,,
28,0,1.18,0.29,0.45,0.44,0,1,,,66930,18:35:30,,,,,
28,2,1.41,0.47,0.49,0.45,0,1,,,66960,18:36:00,,,,,
28,4,1.50,0.46,0.51,0.52,0,1,,,66990,18:36:30,,,,,
27,4,1.36,0.47,0.46,0.43,0,1,,,67020,18:37:00,,,,,
27,3,1.37,0.54,0.39,0.44,0,1,,,67050,18:37:30,,,,,
27,1,1.24,0.47,0.39,0.38,0,1,,,67080,18:38:00,,,,,
27,4,1.60,0.48,0.53,0.59,0,1,,,67110,18:38:30,,,,,
27,4,1.49,0.45,0.58,0.46,0,1,,,67140,18:39:00,,,,,
26,5,1.37,0.48,0.44,0.45,0,1,,,67170,18:39:30,,,,,
26,4,1.42,0.46,0.42,0.55,0,1,,,67200,18:40:00,,,,,
25,0,0.95,0.41,0.26,0.28,0,1,,,67230,18:40:30,,,,,
25,4,1.33,0.42,0.42,0.50,0,1,,,67260,18:41:00,,,,,
24,0,0.89,0.25,0.28,0.36,0,1,,,67290,18:41:30,,,,,
25,3,1.34,0.44,0.49,0.42,0,1,,,67320,18:42:00,,,,,
25,1,1.21,0.40,0.42,0.39,0,1,,,67350,18:42:30,,,,,
24,2,1.05,0.32,0.33,0.40,0,1,,,67380,18:43:00,,,,,
23,3,1.27,0.45,0.41,0.41,0,1,,,67410,18:43:30,,,,,
23,1,1.09,0.37,0.40,0.31,0,1,,,67440,18:44:00,,,,,
24,1,0.86,0.28,0.27,0.31,0,1,,,67470,18:44:30,,,,,
25,2,1.08,0.39,0.34,0.35,0,1,,,67500,18:45:00,,,,,
26,1,1.22,0.46,0.45,0.30,0,1,,,67530,18:45:30,,,,,
26,0,1.06,0.43,0.31,0.31,0,1,,,67560,18:46:00,,,,,
27,4,1.49,0.45,0.54,0.50,0,1,,,67590,18:46:30,,,,,
26,3,1.35,0.40,0.52,0.43,0,1,,,67620,18:47:00,,,,,
27,2,1.21,0.37,0.35,0.49,0,1,,,67650,18:47:30,,,,,
27,3,1.32,0.41,0.43,0.49,0,1,,,67680,18:48:00,,,,,
27,3,1.26,0.40,0.44,0.42,0,1,,,67710,18:48:30,,,,,
27,3,1.20,0.36,0.36,0.48,0,1,,,67740,18:49:00,,,,,
27,3,1.23,0.43,0.40,0.40,0,1,,,67770,18:49:30,,,,,
27,0,1.14,0.44,0.36,0.34,0,1,,,67800,18:50:00,,,,,
27,1,1.13,0.32,0.37,0.44,0,1,,,67830,18:50:30,,,,,
27,4,1.39,0.48,0.51,0.41,0,1,,,67860,18:51:00,,,,,
28,3,1.35,0.50,0.42,0.44,0,1,,,67890,18:51:30,,,,,
28,3,1.40,0.45,0.49,0.46,0,1,,,67920,18:52:00,,,,,
28,1,1.08,0.40,0.34,0.34,0,1,,,67950,18:52:30,,,,,
28,0,1.08,0.42,0.36,0.29,0,1,,,67980,18:53:00,,,,,
27,5,1.60,0.48,0.59,0.53,0,1,,,68010,18:53:30,,,,,
26,5,1.58,0.50,0.55,0.53,0,1,,,68040,18:54:00,,,,,
26,4,1.23,0.40,0.42,0.41,0,1,,,68070,18:54:30,,,,,
26,2,1.35,0.42,0.44,0.48,0,1,,,68100,18:55:00,,,,,
25,4,1.19,0.42,0.39,0.37,0,1,,,68130,18:55:30,,,,,
25,2,1.20,0.37,0.43,0.40,0,1,,,68160,18:56:00,,,,,
25,5,1.35,0.46,0.45,0.44,0,1,,,68190,18:56:30,,,,,
24,2,0.97,0.31,0.31,0.35,0,1,,,68220,18:57:00,,,,,
24,4,1.47,0.53,0.44,0.50,0,1,,,68250,18:57:30,,,,,
25,5,1.67,0.54,0.59,0.54,0,1,,,68280,18:58:00,,,,,
25,0,0.94,0.32,0.37,0.26,0,1,,,68310,18:58:30,,,,,
26,5,1.54,0.56,0.54,0.44,0,1,,,68340,18:59:00,,,,,
26,3,1.33,0.47,0.48,0.39,0,1,,,68370,18:59:30,,,,,
27,1,1.04,0.31,0.39,0.34,0,1,,,68400,19:00:00,,,,,
28,4,1.42,0.44,0.47,0.51,0,1,,,68430,19:00:30,,,,,
28,4,1.51,0.53,0.53,0.45,0,1,,,68460,19:01:00,,,,,
28,3,1.29,0.44,0.37,0.48,0,1,,,68490,19:01:30,,,,,
28,1,1.19,0.39,0.37,0.44,0,1,,,68520,19:02:00,,,,,
27,0,0.99,0.35,0.32,0.31,0,1,,,68550,19:02:30,,,,,
28,4,1.32,0.41,0.44,0.47,0,1,,,68580,19:03:00,,,,,
29,4,1.51,0.44,0.53,0.54,0,1,,,68610,19:03:30,,,,,
29,2,1.23,0.37,0.42,0.44,0,1,,,68640,19:04:00,,,,,
28,1,1.27,0.47,0.48,0.32,0,1,,,68670,19:04:30,,,,,
28,5,1.64,0.56,0.54,0.54,0,1,,,68700,19:05:00,,,,,
29,2,1.46,0.50,0.53,0.43,0,1,,,68730,19:05:30,,,,,
28,5,5.39,0.46,0.45,0.48,1,0,,,68760,19:06:00,,,,,
28,3,1.44,0.48,0.55,0.41,0,1,,,68790,19:06:30,,,,,
27,5,1.67,0.54,0.51,0.61,0,1,,,68820,19:07:00,,,,,
26,0,0.98,0.31,0.33,0.34,0,1,,,68850,19:07:30,,,,,
25,2,1.05,0.32,0.40,0.32,0,1,,,68880,19:08:00,,,,,
24,1,0.97,0.38,0.30,0.28,0,1,,,68910,19:08:30,,,,,
23,1,0.88,0.35,0.27,0.27,0,1,,,68940,19:09:00,,,,,
23,2,1.00,0.36,0.32,0.32,0,1,,,68970,19:09:30,,,,,
22,2,0.98,0.29,0.39,0.31,0,1,,,69000,19:10:00,,,,,
22,1,0.93,0.34,0.32,0.28,0,1,,,69030,19:10:30,,,,,
23,1,1.07,0.36,0.42,0.29,0,1,,,69060,19:11:00,,,,,
23,5,1.22,0.40,0.39,0.42,0,1,,,69090,19:11:30,,,,,
23,5,1.34,0.49,0.44,0.41,0,1,,,69120,19:12:00,,,,,
23,2,1.07,0.31,0.35,0.42,0,1,,,69150,19:12:30,,,,,
22,1,0.85,0.25,0.34,0.26,0,1,,,69180,19:13:00,,,,,
22,4,1.08,0.34,0.37,0.37,0,1,,,69210,19:13:30,,,,,
23,4,1.13,0.35,0.39,0.39,0,1,,,69240,19:14:00,,,,,
24,5,1.38,0.45,0.53,0.41,0,1,,,69270,19:14:30,,,,,
24,0,1.02,0.38,0.31,0.33,0,1,,,69300,19:15:00,,,,,
24,2,1.14,0.38,0.32,0.44,0,1,,,69330,19:15:30,,,,,
24,5,1.41,0.46,0.45,0.50,0,1,,,69360,19:16:00,,,,,
23,0,0.87,0.35,0.26,0.25,0,1,,,69390,19:16:30,,,,,
22,3,0.96,0.33,0.30,0.33,0,1,,,69420,19:17:00,,,,,
22,3,1.13,0.37,0.44,0.33,0,1,,,69450,19:17:30,,,,,
22,2,1.10,0.31,0.40,0.39,0,1,,,69480,19:18:00,,,,,
22,3,1.07,0.36,0.35,0.36,0,1,,,69510,19:18:30,,,,,
22,2,0.94,0.32,0.35,0.27,0,1,,,69540,19:19:00,,,,,
22,2,1.01,0.29,0.31,0.40,0,1,,,69570,19:19:30,,,,,
21,3,0.98,0.32,0.34,0.31,0,1,,,69600,19:20:00,,,,,
21,5,1.26,0.41,0.41,0.44,0,1,,,69630,19:20:30,,,,,
20,2,1.06,0.36,0.30,0.40,0,1,,,69660,19:21:00,,,,,
21,4,1.10,0.41,0.34,0.35,0,1,,,69690,19:21:30,,,,,
21,3,1.03,0.30,0.37,0.36,0,1,,,69720,19:22:00,,,,,
21,2,1.04,0.34,0.30,0.40,0,1,,,69750,19:22:30,,,,,
21,4,1.18,0.34,0.46,0.38,0,1,,,69780,19:23:00,,,,,
21,4,1.09,0.38,0.38,0.33,0,1,,,69810,19:23:30,,,,,
22,3,1.10,0.34,0.42,0.34,0,1,,,69840,19:24:00,,,,,
22,4,1.18,0.37,0.42,0.39,0,1,,,69870,19:24:30,,,,,
21,3,1.02,0.36,0.32,0.34,0,1,,,69900,19:25:00,,,,,
21,5,1.20,0.41,0.40,0.38,0,1,,,69930,19:25:30,,,,,
21,1,0.86,0.37,0.25,0.24,0,1,,,69960,19:26:00,,,,,
22,1,1.03,0.39,0.33,0.31,0,1,,,69990,19:26:30,,,,,
21,3,1.13,0.47,0.36,0.30,0,1,,,70020,19:27:00,,,,,
20,0,0.74,0.24,0.30,0.21,0,1,,,70050,19:27:30,,,,,
19,0,0.83,0.31,0.20,0.32,0,1,,,70080,19:28:00,,,,,
18,0,0.73,0.22,0.23,0.29,0,1,,,70110,19:28:30,,,,,
18,5,1.10,0.35,0.36,0.39,0,1,,,70140,19:29:00,,,,,
18,0,0.69,0.24,0.19,0.26,0,1,,,70170,19:29:30,,,,,
18,5,1.09,0.35,0.38,0.35,0,1,,,70200,19:30:00,,,,,
19,5,1.34,0.47,0.43,0.44,0,1,,,70230,19:30:30,,,,,
19,1,0.87,0.30,0.33,0.25,0,1,,,70260,19:31:00,,,,,
19,2,0.86,0.27,0.32,0.28,0,1,,,70290,19:31:30,,,,,
19,4,0.96,0.33,0.33,0.30,0,1,,,70320,19:32:00,,,,,
20,4,1.33,0.46,0.45,0.42,0,1,,,70350,19:32:30,,,,,
20,3,1.00,0.32,0.33,0.36,0,1,,,70380,19:33:00,,,,,
20,3,1.25,0.39,0.44,0.42,0,1,,,70410,19:33:30,,,,,
20,5,1.33,0.40,0.44,0.49,0,1,,,70440,19:34:00,,,,,
19,0,0.65,0.24,0.19,0.21,0,1,,,70470,19:34:30,,,,,
20,2,0.91,0.30,0.34,0.27,0,1,,,70500,19:35:00,,,,,
19,1,0.87,0.30,0.23,0.33,0,1,,,70530,19:35:30,,,,,
19,3,1.12,0.39,0.40,0.33,0,1,,,70560,19:36:00,,,,,
19,5,1.20,0.37,0.39,0.44,0,1,,,70590,19:36:30,,,,,
19,4,1.03,0.36,0.31,0.36,0,1,,,70620,19:37:00,,,,,
19,4,1.13,0.30,0.39,0.44,0,1,,,70650,19:37:30,,,,,
19,3,1.01,0.31,0.38,0.31,0,1,,,70680,19:38:00,,,,,
18,1,0.78,0.29,0.26,0.23,0,1,,,70710,19:38:30,,,,,
19,5,1.09,0.32,0.45,0.33,0,1,,,70740,19:39:00,,,,,
18,1,0.80,0.22,0.31,0.26,0,1,,,70770,19:39:30,,,,,
17,3,1.10,0.34,0.38,0.38,0,1,,,70800,19:40:00,,,,,
16,1,0.68,0.29,0.20,0.20,0,1,,,70830,19:40:30,,,,,
15,4,1.01,0.38,0.31,0.32,0,1,,,70860,19:41:00,,,,,
16,0,0.53,0.17,0.16,0.20,0,1,,,70890,19:41:30,,,,,
15,5,0.96,0.34,0.32,0.30,0,1,,,70920,19:42:00,,,,,
14,3,0.78,0.26,0.27,0.26,0,1,,,70950,19:42:30,,,,,
14,4,0.84,0.26,0.29,0.29,0,1,,,70980,19:43:00,,,,,
14,5,1.01,0.36,0.29,0.36,0,1,,,71010,19:43:30,,,,,
15,3,0.79,0.25,0.27,0.27,0,1,,,71040,19:44:00,,,,,
15,2,0.73,0.26,0.23,0.23,0,1,,,71070,19:44:30,,,,,
15,0,0.59,0.18,0.22,0.19,0,1,,,71100,19:45:00,,,,,
14,4,0.86,0.30,0.30,0.25,0,1,,,71130,19:45:30,,,,,
15,4,0.96,0.27,0.30,0.39,0,1,,,71160,19:46:00,,,,,
15,4,0.97,0.34,0.33,0.30,0,1,,,71190,19:46:30,,,,,
14,5,1.09,0.36,0.43,0.30,0,1,,,71220,19:47:00,,,,,
13,4,0.86,0.31,0.31,0.24,0,1,,,71250,19:47:30,,,,,
13,4,0.82,0.29,0.25,0.29,0,1,,,71280,19:48:00,,,,,
14,2,0.80,0.28,0.26,0.26,0,1,,,71310,19:48:30,,,,,
14,4,0.94,0.35,0.28,0.31,0,1,,,71340,19:49:00,,,,,
14,1,0.60,0.25,0.19,0.17,0,1,,,71370,19:49:30,,,,,
13,2,0.69,0.26,0.25,0.19,0,1,,,71400,19:50:00,,,,,
13,2,0.68,0.22,0.21,0.26,0,1,,,71430,19:50:30,,,,,
12,0,0.50,0.15,0.16,0.19,0,1,,,71460,19:51:00,,,,,
12,5,0.90,0.30,0.30,0.30,0,1,,,71490,19:51:30,,,,,
11,5,0.94,0.29,0.35,0.30,0,1,,,71520,19:52:00,,,,,
10,4,0.79,0.25,0.26,0.28,0,1,,,71550,19:52:30,,,,,
10,2,0.49,0.16,0.16,0.17,0,1,,,71580,19:53:00,,,,,
11,0,0.41,0.13,0.14,0.15,0,1,,,71610,19:53:30,,,,,
10,1,0.52,0.17,0.16,0.19,0,1,,,71640,19:54:00,,,,,
10,5,0.93,0.30,0.29,0.34,0,1,,,71670,19:54:30,,,,,
11,0,0.51,0.16,0.18,0.17,0,1,,,71700,19:55:00,,,,,
11,4,0.84,0.30,0.30,0.24,0,1,,,71730,19:55:30,,,,,
11,0,0.45,0.17,0.15,0.13,0,1,,,71760,19:56:00,,,,,
11,2,0.55,0.20,0.18,0.17,0,1,,,71790,19:56:30,,,,,
11,3,0.80,0.27,0.30,0.23,0,1,,,71820,19:57:00,,,,,
12,5,0.94,0.34,0.34,0.26,0,1,,,71850,19:57:30,,,,,
11,1,0.55,0.19,0.21,0.16,0,1,,,71880,19:58:00,,,,,
11,3,0.73,0.26,0.21,0.26,0,1,,,71910,19:58:30,,,,,
11,0,0.42,0.13,0.13,0.16,0,1,,,71940,19:59:00,,,,,
10,1,0.43,0.17,0.13,0.13,0,1,,,71970,19:59:30,,,,,
9,3,0.63,0.21,0.23,0.19,0,1,,,72000,20:00:00,,,,,
9,2,0.50,0.16,0.17,0.17,0,1,,,72030,20:00:30,,,,,
9,3,0.67,0.26,0.18,0.23,0,1,,,72060,20:01:00,,,,,
9,2,0.58,0.20,0.19,0.20,0,1,,,72090,20:01:30,,,,,
9,5,0.76,0.26,0.22,0.28,0,1,,,72120,20:02:00,,,,,
9,1,0.49,0.18,0.13,0.18,0,1,,,72150,20:02:30,,,,,
9,0,0.37,0.12,0.13,0.12,0,1,,,72180,20:03:00,,,,,
8,3,0.65,0.20,0.22,0.23,0,1,,,72210,20:03:30,,,,,
8,1,0.36,0.12,0.12,0.11,0,1,,,72240,20:04:00,,,,,
8,5,0.80,0.26,0.30,0.25,0,1,,,72270,20:04:30,,,,,
7,1,0.33,0.11,0.10,0.12,0,1,,,72300,20:05:00,,,,,
7,4,0.66,0.22,0.26,0.18,0,1,,,72330,20:05:30,,,,,
7,1,0.33,0.12,0.10,0.10,0,1,,,72360,20:06:00,,,,,
7,2,0.43,0.14,0.14,0.15,0,1,,,72390,20:06:30,,,,,
7,0,0.29,0.10,0.08,0.11,0,1,,,72420,20:07:00,,,,,
8,2,0.47,0.19,0.13,0.14,0,1,,,72450,20:07:30,,,,,
8,2,0.49,0.17,0.16,0.16,0,1,,,72480,20:08:00,,,,,
7,5,0.71,0.26,0.24,0.21,0,1,,,72510,20:08:30,,,,,
6,4,0.66,0.21,0.24,0.21,0,1,,,72540,20:09:00,,,,,
6,4,0.57,0.18,0.17,0.22,0,1,,,72570,20:09:30,,,,,
7,0,0.26,0.12,0.07,0.07,0,1,,,72600,20:10:00,,,,,
8,0,0.25,0.08,0.08,0.09,0,1,,,72630,20:10:30,,,,,
7,5,0.67,0.22,0.22,0.23,0,1,,,72660,20:11:00,,,,,
8,4,0.69,0.26,0.22,0.21,0,1,,,72690,20:11:30,,,,,
8,2,0.48,0.14,0.20,0.14,0,1,,,72720,20:12:00,,,,,
7,1,0.39,0.12,0.13,0.14,0,1,,,72750,20:12:30,,,,,
6,2,0.38,0.11,0.14,0.13,0,1,,,72780,20:13:00,,,,,
